sep=,
Measurement Mode:,Extended (Quaternion)
StartTime:,Tue, 31 May 2022 12:23:55 GMT
© Xsens Technologies B. V. 2005-2022

Timestamp,Address,Quaternion_w,Quaternion_x,Quaternion_y,Quaternion_z,FreeAcc_x,FreeAcc_y,FreeAcc_z,Status,ClipCountAcc,ClipCountGyr
3946584096,d4:22:cd:00:30:92,0.6690306663513184,-0.32296037673950195,-0.5684221386909485,-0.35355591773986816,-0.012710288166999817,0.005483219865709543,0.1513996124267578,0,0,0
3946600763,d4:22:cd:00:30:92,0.6690438389778137,-0.32293540239334106,-0.5683404207229614,-0.3536851406097412,0.03103700838983059,-0.004007028415799141,0.15487289428710938,0,0,0
3946617430,d4:22:cd:00:30:92,0.6691995859146118,-0.32279348373413086,-0.5682376623153687,-0.35368531942367554,0.027045514434576035,-0.01425118651241064,0.1731700897216797,0,0,0
3946634097,d4:22:cd:00:30:92,0.6694209575653076,-0.322687029838562,-0.5680431723594666,-0.3536761403083801,0.0007527916459366679,0.014856571331620216,0.18696117401123047,0,0,0
3946650764,d4:22:cd:00:30:92,0.6695713400840759,-0.3226267695426941,-0.5679057240486145,-0.35366684198379517,-0.04440353065729141,0.004712994210422039,0.14817523956298828,0,0,0
3946667431,d4:22:cd:00:30:92,0.6696001887321472,-0.32265254855155945,-0.5678431391716003,-0.35368913412094116,-0.009642795659601688,0.0011153296800330281,0.16541385650634766,0,0,0
3946684098,d4:22:cd:00:30:92,0.6696159839630127,-0.3226846754550934,-0.5677769184112549,-0.35373637080192566,0.011521645821630955,-0.0008877934888005257,0.14899444580078125,0,0,0
3946700765,d4:22:cd:00:30:92,0.6696944236755371,-0.3226131796836853,-0.5677235722541809,-0.3537387251853943,0.015057173557579517,-0.0051966761238873005,0.14553451538085938,0,0,0
3946717432,d4:22:cd:00:30:92,0.6697986721992493,-0.3225419521331787,-0.5676211714744568,-0.35377049446105957,-0.0052597071044147015,0.004124931525439024,0.1566324234008789,0,0,0
3946734099,d4:22:cd:00:30:92,0.6699784994125366,-0.32241034507751465,-0.5674871206283569,-0.35376518964767456,0.02304418571293354,0.001983118709176779,0.16141033172607422,0,0,0
3946750766,d4:22:cd:00:30:92,0.6700504422187805,-0.32237911224365234,-0.5674095749855042,-0.3537817597389221,-0.042214445769786835,0.012260020710527897,0.1692209243774414,0,0,0
3946767433,d4:22:cd:00:30:92,0.6699894666671753,-0.3223949670791626,-0.5674469470977783,-0.35382282733917236,-0.0295949038118124,-0.009461638517677784,0.14890575408935547,0,0,0
3946784100,d4:22:cd:00:30:92,0.6698399186134338,-0.32244837284088135,-0.5675206780433655,-0.353939026594162,0.000011175648069183808,-0.008925543166697025,0.15249156951904297,0,0,0
3946800767,d4:22:cd:00:30:92,0.6697656512260437,-0.32243046164512634,-0.5675692558288574,-0.35401779413223267,0.032002583146095276,0.004338386468589306,0.1738109588623047,0,0,0
3946817434,d4:22:cd:00:30:92,0.6697923541069031,-0.322378009557724,-0.5675545930862427,-0.3540385961532593,0.024671360850334167,0.0014000851660966873,0.16655349731445312,0,0,0
3946834101,d4:22:cd:00:30:92,0.6698517799377441,-0.32228884100914,-0.5675930976867676,-0.35394567251205444,-0.000014304829164757393,0.002485464094206691,0.15239334106445312,0,0,0
3946850768,d4:22:cd:00:30:92,0.6699537634849548,-0.3221721649169922,-0.5676388740539551,-0.35378554463386536,0.02019663155078888,0.004744733218103647,0.17207908630371094,0,0,0
3946867435,d4:22:cd:00:30:92,0.67010498046875,-0.3221178650856018,-0.5675371885299683,-0.35371193289756775,0.015482742339372635,-0.016323598101735115,0.16302490234375,0,0,0
3946884102,d4:22:cd:00:30:92,0.6702364683151245,-0.32203036546707153,-0.567436695098877,-0.35370323061943054,-0.00561911566182971,-0.01524436566978693,0.1417379379272461,0,0,0
3946900769,d4:22:cd:00:30:92,0.6703075170516968,-0.3218895494937897,-0.567468523979187,-0.35364556312561035,-0.02622254006564617,0.005166278686374426,0.17024612426757812,0,0,0
3946917436,d4:22:cd:00:30:92,0.6702442169189453,-0.32187163829803467,-0.5675249695777893,-0.3536913990974426,-0.019863596186041832,0.0069152675569057465,0.168212890625,0,0,0
3946934103,d4:22:cd:00:30:92,0.6700844764709473,-0.3219800591468811,-0.5675918459892273,-0.3537883460521698,-0.01855291612446308,0.01160434540361166,0.1541919708251953,0,0,0
3946950770,d4:22:cd:00:30:92,0.6698828935623169,-0.32207268476486206,-0.5677253007888794,-0.35387158393859863,-0.007866314612329006,-0.0034846786875277758,0.15630435943603516,0,0,0
3946967437,d4:22:cd:00:30:92,0.66973876953125,-0.32212215662002563,-0.5678377747535706,-0.35391899943351746,0.021260105073451996,-0.0003660024667624384,0.15432262420654297,0,0,0
3946984104,d4:22:cd:00:30:92,0.6697363257408142,-0.32208681106567383,-0.5679243803024292,-0.35381677746772766,0.03982241079211235,0.005101347807794809,0.17170429229736328,0,0,0
3947000771,d4:22:cd:00:30:92,0.6698295474052429,-0.32211047410964966,-0.5678921937942505,-0.3536703288555145,0.03468205779790878,0.009269081987440586,0.1775493621826172,0,0,0
3947017438,d4:22:cd:00:30:92,0.6698936820030212,-0.3221558928489685,-0.567902147769928,-0.3534913957118988,-0.02737586759030819,0.00012304387928452343,0.1386423110961914,0,0,0
3947034105,d4:22:cd:00:30:92,0.6698346138000488,-0.3222174048423767,-0.5680440068244934,-0.3533194363117218,-0.025248022750020027,-0.006582680158317089,0.16020679473876953,0,0,0
3947050772,d4:22:cd:00:30:92,0.6696568727493286,-0.3223114311695099,-0.5682936310768127,-0.35316914319992065,-0.031296730041503906,-0.000967028783634305,0.1511096954345703,0,0,0
3947067439,d4:22:cd:00:30:92,0.6694428324699402,-0.32241690158843994,-0.568490207195282,-0.3531620502471924,0.015889983624219894,-0.0056822579354047775,0.15496826171875,0,0,0
3947084106,d4:22:cd:00:30:92,0.6693307757377625,-0.3224157392978668,-0.5686418414115906,-0.35313135385513306,0.01168749202042818,-0.0027231702115386724,0.14905452728271484,0,0,0
3947100773,d4:22:cd:00:30:92,0.6692385077476501,-0.3224237859249115,-0.5687622427940369,-0.3531050384044647,-0.003618227783590555,0.002336828038096428,0.16635417938232422,0,0,0
3947117440,d4:22:cd:00:30:92,0.6691019535064697,-0.3224804997444153,-0.5688682794570923,-0.3531413674354553,-0.00954087357968092,-0.010370219126343727,0.16439533233642578,0,0,0
3947134107,d4:22:cd:00:30:92,0.66890549659729,-0.32250675559043884,-0.5690836906433105,-0.3531423807144165,-0.009445210918784142,-0.012665808200836182,0.1541900634765625,0,0,0
3947150774,d4:22:cd:00:30:92,0.6686053276062012,-0.3226536810398102,-0.5692782402038574,-0.35326290130615234,0.014573939144611359,-0.007466450333595276,0.1619396209716797,0,0,0
3947167441,d4:22:cd:00:30:92,0.6683909296989441,-0.3227101266384125,-0.5694550275802612,-0.3533322215080261,0.03771781176328659,-0.01034105010330677,0.16336822509765625,0,0,0
3947184108,d4:22:cd:00:30:92,0.6682590842247009,-0.3227272033691406,-0.5695693492889404,-0.3533817529678345,0.03285551071166992,-0.01158076524734497,0.15121936798095703,0,0,0
3947200775,d4:22:cd:00:30:92,0.6681410670280457,-0.32274875044822693,-0.5696660876274109,-0.35342925786972046,0.013336123898625374,-0.0035615672823041677,0.15770912170410156,0,0,0
3947217442,d4:22:cd:00:30:92,0.6680424809455872,-0.32275867462158203,-0.5697694420814514,-0.3534400761127472,0.01763472519814968,0.007714437786489725,0.14778614044189453,0,0,0
3947234109,d4:22:cd:00:30:92,0.6679586172103882,-0.32282304763793945,-0.5698299407958984,-0.3534419536590576,0.009372345171868801,0.006227070931345224,0.16485118865966797,0,0,0
3947250776,d4:22:cd:00:30:92,0.6679278612136841,-0.32284557819366455,-0.5699093341827393,-0.3533515930175781,-0.004200702533125877,-0.004483446478843689,0.138031005859375,0,0,0
3947267443,d4:22:cd:00:30:92,0.6679155230522156,-0.32280659675598145,-0.5699858665466309,-0.35328686237335205,0.023626213893294334,-0.0065374188125133514,0.15378093719482422,0,0,0
3947284110,d4:22:cd:00:30:92,0.6679465770721436,-0.32271313667297363,-0.5700274705886841,-0.3532467484474182,0.007681246381253004,-0.0017307725502178073,0.1422281265258789,0,0,0
