sep=,
Measurement Mode:,Complete (Euler)
StartTime:,Fri, 03 Jun 2022 10:57:56 GMT
© Xsens Technologies B. V. 2005-2022

Timestamp,Address,Euler_x,Euler_y,Euler_z,FreeAcc_x,FreeAcc_y,FreeAcc_z
550150430,d4:22:cd:00:30:92,96.35578155517578,-1.1542391777038574,-22.79718780517578,-0.041513845324516296,-0.3997001647949219,-0.4514284133911133
550167097,d4:22:cd:00:30:92,96.32321166992188,-1.11398184299469,-22.803876876831055,0.01245939452201128,-0.7312257885932922,-0.8545703887939453
550183764,d4:22:cd:00:30:92,96.3448715209961,-1.1401714086532593,-22.76507568359375,-0.07079806178808212,-0.6305586695671082,-1.0135679244995117
550200431,d4:22:cd:00:30:92,96.40849304199219,-1.2231065034866333,-22.698026657104492,-0.1528070867061615,-0.33030790090560913,-0.7495241165161133
550217098,d4:22:cd:00:30:92,96.51918029785156,-1.3496679067611694,-22.5910587310791,-0.1428298056125641,-0.11468137055635452,-0.31210803985595703
550233765,d4:22:cd:00:30:92,96.6380844116211,-1.4920988082885742,-22.490034103393555,0.01762656681239605,0.04158279672265053,-0.2305154800415039
550250432,d4:22:cd:00:30:92,96.77649688720703,-1.655102252960205,-22.394947052001953,0.1279655247926712,0.08791971206665039,-0.08872032165527344
550267099,d4:22:cd:00:30:92,96.91175079345703,-1.8175119161605835,-22.33140754699707,0.06856505572795868,0.29402995109558105,0.05584907531738281
550283766,d4:22:cd:00:30:92,97.06880187988281,-1.9661433696746826,-22.292282104492188,-0.00044333795085549355,0.3479779362678528,0.3523855209350586
550300433,d4:22:cd:00:30:92,97.187255859375,-2.093282699584961,-22.27564811706543,-0.018790846690535545,0.2695753872394562,0.5602779388427734
550317100,d4:22:cd:00:30:92,97.2579574584961,-2.1867291927337646,-22.28326416015625,0.10215648263692856,0.18974193930625916,0.5626840591430664
550333767,d4:22:cd:00:30:92,97.2959213256836,-2.2546613216400146,-22.30341911315918,0.13618096709251404,0.10769077390432358,0.5348701477050781
550350434,d4:22:cd:00:30:92,97.31236267089844,-2.2891879081726074,-22.344079971313477,0.043086033314466476,0.08337793499231339,0.4506969451904297
550367101,d4:22:cd:00:30:92,97.31513977050781,-2.298381805419922,-22.37421417236328,-0.0878637284040451,0.0708133727312088,0.40576839447021484
550383768,d4:22:cd:00:30:92,97.29987335205078,-2.2920074462890625,-22.404247283935547,-0.10904794931411743,0.027108097448945045,0.23366641998291016
550400435,d4:22:cd:00:30:92,97.28784942626953,-2.2748725414276123,-22.430755615234375,-0.011730295605957508,-0.09826970845460892,0.09881019592285156
550417102,d4:22:cd:00:30:92,97.27674102783203,-2.257551908493042,-22.44365692138672,0.05001895874738693,-0.15195706486701965,0.0411376953125
550433769,d4:22:cd:00:30:92,97.26566314697266,-2.2410519123077393,-22.449678421020508,0.002779048401862383,-0.14664864540100098,0.0325775146484375
550450436,d4:22:cd:00:30:92,97.25475311279297,-2.229247808456421,-22.449186325073242,-0.052430104464292526,-0.07104091346263885,0.015764236450195312
550467103,d4:22:cd:00:30:92,97.24434661865234,-2.2195563316345215,-22.438220977783203,-0.020122088491916656,-0.021260105073451996,-0.008521080017089844
550483770,d4:22:cd:00:30:92,97.2419204711914,-2.214033603668213,-22.42601203918457,0.016878468915820122,-0.02388995885848999,-0.012811660766601562
550500437,d4:22:cd:00:30:92,97.22789764404297,-2.215754985809326,-22.41832733154297,0.02032693848013878,0.004149294458329678,-0.002681732177734375
550517104,d4:22:cd:00:30:92,97.21896362304688,-2.22298264503479,-22.40114402770996,0.010532153770327568,-0.0049981968477368355,-0.09003448486328125
550533771,d4:22:cd:00:30:92,97.2132797241211,-2.23919677734375,-22.38582420349121,-0.00573925394564867,-0.0008681243052706122,-0.021056175231933594
550550438,d4:22:cd:00:30:92,97.2034683227539,-2.26019024848938,-22.36473274230957,0.020348843187093735,0.016910990700125694,0.004858970642089844
550567105,d4:22:cd:00:30:92,97.19898223876953,-2.2838919162750244,-22.358469009399414,0.042623475193977356,0.006640569772571325,0.03479766845703125
550583772,d4:22:cd:00:30:92,97.19287872314453,-2.3104169368743896,-22.35538101196289,0.029482588171958923,0.040218472480773926,0.006960868835449219
550600439,d4:22:cd:00:30:92,97.1925048828125,-2.3367133140563965,-22.346818923950195,-0.016294093802571297,0.09728311747312546,0.04159355163574219
550617106,d4:22:cd:00:30:92,97.19464111328125,-2.3598973751068115,-22.343721389770508,-0.04806701838970184,0.0750914141535759,0.10189247131347656
550633773,d4:22:cd:00:30:92,97.19384002685547,-2.3783915042877197,-22.35245132446289,0.019023969769477844,0.043017301708459854,0.15498065948486328
550650440,d4:22:cd:00:30:92,97.19281768798828,-2.3888728618621826,-22.358325958251953,0.04826438054442406,0.02603076584637165,0.1336374282836914
550667107,d4:22:cd:00:30:92,97.19110870361328,-2.391392946243286,-22.375244140625,0.02663000486791134,0.01367765199393034,0.14720821380615234
550683774,d4:22:cd:00:30:92,97.18936157226562,-2.3870913982391357,-22.386398315429688,-0.0009768633171916008,0.03652290999889374,0.11957168579101562
550700441,d4:22:cd:00:30:92,97.18392944335938,-2.3780760765075684,-22.402196884155273,-0.026787245646119118,0.004791223909705877,0.12033939361572266
550717108,d4:22:cd:00:30:92,97.17906188964844,-2.3646280765533447,-22.412200927734375,-0.002177239628508687,-0.000936519296374172,0.11041259765625
550733775,d4:22:cd:00:30:92,97.16798400878906,-2.3481667041778564,-22.41838836669922,-0.01778671331703663,-0.02762530744075775,0.08911323547363281
550750442,d4:22:cd:00:30:92,97.16093444824219,-2.3282320499420166,-22.42621612548828,0.013090147636830807,-0.062471870332956314,0.03901100158691406
550767109,d4:22:cd:00:30:92,97.15623474121094,-2.30916428565979,-22.427593231201172,0.01255528163164854,-0.042973048985004425,0.07894515991210938
550783776,d4:22:cd:00:30:92,97.1507797241211,-2.287773370742798,-22.435314178466797,-0.007562560960650444,-0.06244773045182228,0.11578369140625
550800443,d4:22:cd:00:30:92,97.13733673095703,-2.2683255672454834,-22.421756744384766,-0.02410833165049553,-0.06102127209305763,-0.032192230224609375
550817110,d4:22:cd:00:30:92,97.13151550292969,-2.2553517818450928,-22.4011287689209,0.01792227476835251,-0.037924785166978836,-0.07013607025146484
550833777,d4:22:cd:00:30:92,97.13398742675781,-2.2466840744018555,-22.390247344970703,-0.0067445035092532635,-0.02084839530289173,0.010458946228027344
