sep=,
Measurement Mode:,Extended (Quaternion)
StartTime:,Tue, 31 May 2022 11:31:13 GMT
© Xsens Technologies B. V. 2005-2022

Timestamp,Address,Quaternion_w,Quaternion_x,Quaternion_y,Quaternion_z,FreeAcc_x,FreeAcc_y,FreeAcc_z,Status,ClipCountAcc,ClipCountGyr
784460489,d4:22:cd:00:30:92,0.7984524965286255,0.013267502188682556,-0.5788425207138062,0.16508173942565918,-0.0289069302380085,0.02425719052553177,0.1627645492553711,0,0,0
784477156,d4:22:cd:00:30:92,0.7984721660614014,0.013284221291542053,-0.5787962079048157,0.1651475876569748,-0.03380588814616203,0.039714228361845016,0.17107391357421875,0,0,0
784493823,d4:22:cd:00:30:92,0.7984983921051025,0.013297364115715027,-0.5787388682365417,0.16522075235843658,-0.03920953720808029,0.03631146624684334,0.1953868865966797,0,0,0
784510490,d4:22:cd:00:30:92,0.79856276512146,0.013199150562286377,-0.5786743760108948,0.16514362394809723,-0.018954792991280556,0.041414715349674225,0.171783447265625,0,0,0
784527157,d4:22:cd:00:30:92,0.798625111579895,0.0130719393491745,-0.5786291360855103,0.1650102287530899,-0.027167106047272682,0.05092195048928261,0.17841529846191406,0,0,0
784543824,d4:22:cd:00:30:92,0.7986743450164795,0.012971803545951843,-0.5785834193229675,0.16494067013263702,-0.03443440422415733,0.046243488788604736,0.16644573211669922,0,0,0
784560491,d4:22:cd:00:30:92,0.7987246513366699,0.012810558080673218,-0.5785470604896545,0.1648373305797577,-0.009271764196455479,0.031465593725442886,0.1454448699951172,0,0,0
784577158,d4:22:cd:00:30:92,0.7987722754478455,0.012667492032051086,-0.5784995555877686,0.1647842526435852,0.010978956706821918,0.032127752900123596,0.1399393081665039,0,0,0
784593825,d4:22:cd:00:30:92,0.798830509185791,0.012480705976486206,-0.5784580707550049,0.1646610051393509,0.0002910138573497534,0.05739644914865494,0.11942005157470703,0,0,0
784610492,d4:22:cd:00:30:92,0.798861026763916,0.012422338128089905,-0.5784360766410828,0.16459429264068604,0.009127821773290634,0.028324566781520844,0.12274742126464844,0,0,0
784627159,d4:22:cd:00:30:92,0.7988824248313904,0.012417569756507874,-0.5784234404563904,0.1645362824201584,0.010525224730372429,0.003609845880419016,0.1412801742553711,0,0,0
784643826,d4:22:cd:00:30:92,0.798895001411438,0.012476861476898193,-0.5784016251564026,0.16454683244228363,0.0016168927541002631,-0.009056074544787407,0.15846729278564453,0,0,0
784660493,d4:22:cd:00:30:92,0.7989042401313782,0.012577027082443237,-0.5783894062042236,0.16453728079795837,-0.03339149430394173,0.010291318409144878,0.1284313201904297,0,0,0
784677160,d4:22:cd:00:30:92,0.7989102602005005,0.012650921940803528,-0.5783833861351013,0.16452385485172272,-0.02854349836707115,0.0023411863949149847,0.16428279876708984,0,0,0
