,Quat_W,Quat_X,Quat_Y,Quat_Z,Euler_x,Euler_y,Euler_z
0,0.59902316,0.36849704,-0.62851834,0.33218348,94.10489501853797,-30.542465753890017,90.71599595496406
1,0.5990495,0.3682258,-0.6287765999999999,0.33194798,94.12352293694977,-30.588789017520504,90.73874159428169
2,0.5990021,0.36833486,-0.6287119000000001,0.33203518,94.1226034870359,-30.570567025376484,90.73547469361075
3,0.5989392,0.36852044,-0.62857896,0.33219440000000006,94.11719225509192,-30.538701523017675,90.72706477583321
4,0.59899807,0.36845845,-0.6285963999999999,0.33212397,94.11455556895906,-30.551208844034992,90.72385155019768
5,0.5990623,0.36836034,-0.6286457,0.33202332,94.11398385302556,-30.569789053579967,90.72335632979909
6,0.59910625,0.36829713,-0.6286519,0.33200255,94.10914246963407,-30.577768776349185,90.72261099357291
7,0.59915984,0.36820290000000006,-0.62870145,0.33191657,94.10890675685843,-30.594582460097953,90.72342885158947
8,0.5992281999999999,0.36809173,-0.6287729999999999,0.33178090000000005,94.11096796957975,-30.617574570162088,90.72359132379378
9,0.5992163,0.3681377,-0.6287494,0.33179626,94.11127628869798,-30.611908257117584,90.7209477994421
10,0.5991959,0.3681929,-0.6287149999999999,0.33183718,94.11054244497396,-30.60300840771489,90.71873126149264
11,0.59914714,0.36827615,-0.62867564,0.3319072,94.11152081436474,-30.588681959100875,90.71823268348496
12,0.5991799,0.36823490000000003,-0.6287005999999999,0.33184640000000004,94.11206691979237,-30.598220855474317,90.71711530933584
13,0.5991694000000001,0.36824068,-0.6287075,0.33184603,94.1137614830862,-30.59765165747035,90.71822648005579
14,0.59917676,0.36821547,-0.62872785,0.33182204,94.11489721332806,-30.60218342686518,90.71955254609836
15,0.5991788,0.36821356,-0.6287254,0.33182496,94.1143022818124,-30.60210353313511,90.71940683549303
16,0.5991709,0.36823598,-0.6287176999999999,0.33182916,94.1150978182858,-30.599626653256188,90.7184603941975
17,0.59918976,0.368202,-0.628739,0.33179240000000004,94.11561521694773,-30.606208810192513,90.71882961191479
18,0.5992017,0.36819609999999997,-0.6287311,0.33179247,94.1137303573747,-30.60683267555396,90.71751255682321
19,0.59919155,0.36821026,-0.6287155,0.33182445,94.11233087008813,-30.602549707159245,90.71770344058271
20,0.5992139,0.36817408,-0.62872696,0.33180285,94.11091376414653,-30.607984585246612,90.71773916117361
21,0.5992123,0.36818233,-0.6287159999999999,0.33181724,94.10980210145712,-30.605908942312254,90.71716530037405
22,0.5992134,0.36818704,-0.62870526,0.33183032,94.10839656309636,-30.60429622255244,90.7165135620668
23,0.59920615,0.36820897,-0.62868905,0.33184975,94.10767111188038,-30.600475816993583,90.71549023929795
24,0.5991991,0.36821709999999996,-0.62868726,0.33185714,94.10809414473896,-30.59901498962277,90.71581986544419
25,0.599187,0.3682347,-0.6286773,0.33187807,94.10801158861688,-30.595409967181023,90.71598690184247
26,0.5991746,0.36823222,-0.62868774,0.33188337,94.10950772773722,-30.595056084802696,90.71820307043082
27,0.5991784000000001,0.36822635,-0.62868804,0.33188266,94.10899823302599,-30.59568757312865,90.71818603239316
28,0.5992073,0.36818627,-0.6287018,0.331849,94.10765703723534,-30.602622209171383,90.71756117760131
29,0.599229,0.36813870000000004,-0.62872696,0.33181468,94.10753934061833,-30.610235281556,90.71880816955763
30,0.5992295999999999,0.36813593,-0.62873024,0.33181053,94.10784114196689,-30.61087130057655,90.71899200492975
31,0.5992181,0.36815324,-0.62871575,0.33183938,94.10693573062649,-30.606577481642137,90.71909088699734
32,0.59921813,0.36815122,-0.62871337,0.33184612,94.10631741876001,-30.60614800850754,90.71928287140717
33,0.5992155,0.36816,-0.62869495,0.33187598,94.10394057816487,-30.602607845282083,90.71881352000142
34,0.5992122,0.36815390000000003,-0.62870467,0.3318704,94.10501145523843,-30.603647645112847,90.71995057053024
35,0.59921485,0.3681547,-0.6287031,0.33186767,94.10483639153301,-30.603843392294127,90.71944934370538
36,0.5992188,0.36813438,-0.6287187,0.33185359999999997,94.10558834520147,-30.60700433578634,90.7208379081747
37,0.59922135,0.36811325,-0.6287328000000001,0.33184558,94.10599837728758,-30.609672571840406,90.72251615442848
38,0.599216,0.36811918,-0.6287276999999999,0.33185834,94.10565039688751,-30.60793008370155,90.72277621614661
39,0.5992201,0.36810493,-0.6287394000000001,0.33184475,94.10631479662065,-30.610498547059848,90.72354565428148
40,0.59921986,0.36811122,-0.6287388,0.33183909999999994,94.10684095869425,-30.61043505240126,90.72295624890353
41,0.59921473,0.36812097,-0.6287338,0.33184704,94.10688895260651,-30.608786322931195,90.72280758251776
42,0.59915954,0.36821488,-0.62868595,0.3319335,94.107356430577,-30.591954656141,90.7222965533829
43,0.59916025,0.36821085,-0.6286815,0.33194512,94.10618427615812,-30.591267583149232,90.72257339785185
44,0.5991681,0.3682028,-0.6286775,0.33194709999999994,94.10476424478382,-30.59187217110344,90.72209922737983
45,0.5991698000000001,0.3681875,-0.6286948,0.3319282,94.10629808411353,-30.594997626351613,90.72334969921782
46,0.5991633000000001,0.36820087,-0.62869287,0.33192897,94.10722174862882,-30.593666377502704,90.72307526178268
47,0.59919083,0.3681503,-0.6287232,0.33187756,94.10776141345961,-30.603152287874092,90.72369597455578
48,0.59921587,0.36811020000000005,-0.6287523,0.33182165,94.1090866234549,-30.61208310689269,90.72369622703758
49,0.59919703,0.36814448,-0.62873584,0.33184898,94.1094412966444,-30.606335246771824,90.72330562250225
50,0.599197,0.36813667,-0.62874204,0.3318462,94.10974385100714,-30.607303087647512,90.72409417229666
