sep=,
DeviceTag:,Xsens DOT,,,,,,,,,,,,,,,,,
FirmwareVersion:,2.1.0,,,,,,,,,,,,,,,,,
AppVersion:,2022.0.1,,,,,,,,,,,,,,,,,
SyncStatus:,Un-synced,,,,,,,,,,,,,,,,,
OutputRate:,60Hz,,,,,,,,,,,,,,,,,
FilterProfile:,General,,,,,,,,,,,,,,,,,
Measurement Mode:,Sensor fusion Mode - Orientation (Quaternion),,,,,,,,,,,,,,,,,
StartTime:,2022-06-09 15:53:02.141 +0530,,,,,,,,,,,,,,,,,
© Xsens Technologies B. V. 2005-2022,,,,,,,,,,,,,,,,,,,

PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z
71, 3048222205, 0.018257672, 0.0015532877, -0.7962138, 0.6047378
72, 3048238872, 0.018214265, 0.0015803659, -0.79621226, 0.6047412
73, 3048255539, 0.018192291, 0.0015545984, -0.7962059, 0.6047503
74, 3048272206, 0.018114101, 0.0015691845, -0.79620194, 0.6047578
75, 3048288873, 0.01801665, 0.0016107929, -0.79618937, 0.6047771
76, 3048305540, 0.017936831, 0.0016253943, -0.7961979, 0.6047682
77, 3048322207, 0.017864157, 0.0016624539, -0.79619783, 0.6047705
78, 3048338874, 0.017792592, 0.0017352696, -0.79620206, 0.60476667
79, 3048355541, 0.017816028, 0.0017387527, -0.79621786, 0.60474515
80, 3048372208, 0.017832136, 0.0017540959, -0.7962419, 0.604713
81, 3048388875, 0.01786945, 0.0017175757, -0.796239, 0.604716
82, 3048405542, 0.017902289, 0.001695005, -0.79624045, 0.6047132
83, 3048422209, 0.017986046, 0.0016476928, -0.79625064, 0.6046973
84, 3048438876, 0.017994544, 0.001671637, -0.7962673, 0.60467505
85, 3048455543, 0.018042844, 0.0016337227, -0.79627144, 0.60466826
86, 3048472210, 0.018067682, 0.0016388355, -0.79628646, 0.60464776
87, 3048488877, 0.018069211, 0.0016447488, -0.7962918, 0.6046407
88, 3048505544, 0.018093599, 0.0016261413, -0.7962903, 0.60464185
89, 3048522211, 0.018138392, 0.0015717457, -0.7962867, 0.6046454
90, 3048538878, 0.018146813, 0.0015526136, -0.79627943, 0.60465467
91, 3048555545, 0.018133426, 0.0015526223, -0.7962842, 0.6046487
92, 3048572212, 0.01807593, 0.001575579, -0.7962739, 0.60466415
93, 3048588879, 0.018032955, 0.0015469849, -0.7962631, 0.60467964
94, 3048605546, 0.01805614, 0.0014898699, -0.79626113, 0.6046816
95, 3048622213, 0.01802025, 0.0015586903, -0.7962663, 0.6046757
96, 3048638880, 0.018031562, 0.0016131707, -0.7962791, 0.6046586
97, 3048655547, 0.018087856, 0.0015869476, -0.7962898, 0.6046429
98, 3048672214, 0.018076316, 0.0016308132, -0.79628325, 0.6046517
99, 3048688881, 0.018088005, 0.0015773895, -0.7962759, 0.6046611
100, 3048705548, 0.018047493, 0.0015664041, -0.79627436, 0.60466444
101, 3048722215, 0.018011732, 0.0015739076, -0.7962836, 0.6046533
102, 3048738882, 0.018002069, 0.0015946914, -0.7962901, 0.604645
103, 3048755549, 0.017970372, 0.0016240655, -0.7962946, 0.60464
104, 3048772216, 0.017954212, 0.0016441795, -0.7962799, 0.6046597
105, 3048788883, 0.018001512, 0.0015829627, -0.7962738, 0.6046663
106, 3048805550, 0.01811372, 0.0014439998, -0.79627943, 0.6046561
107, 3048822217, 0.0181595, 0.0014185872, -0.7962962, 0.60463274
108, 3048838884, 0.018150467, 0.0014827349, -0.7963203, 0.60460114
109, 3048855551, 0.018149747, 0.0014752788, -0.796321, 0.6046003
110, 3048872218, 0.018113498, 0.0014882693, -0.7963174, 0.6046058
111, 3048888885, 0.018112756, 0.0014821899, -0.79631335, 0.6046114
112, 3048905552, 0.01815114, 0.0014517779, -0.7963146, 0.6046086
113, 3048922219, 0.018180653, 0.0014429196, -0.79631704, 0.6046045
114, 3048938886, 0.018209321, 0.0014390838, -0.7963279, 0.6045894
115, 3048955553, 0.018265681, 0.0014539246, -0.7963396, 0.60457236
116, 3048972220, 0.018361712, 0.0014047346, -0.79635996, 0.60454273
117, 3048988887, 0.018421376, 0.0013363941, -0.7963708, 0.6045265
118, 3049005554, 0.018454175, 0.0012721709, -0.79636204, 0.6045373
119, 3049022221, 0.018424414, 0.0012857909, -0.7963632, 0.60453665
120, 3049038888, 0.018403443, 0.0012827523, -0.79635775, 0.6045444
121, 3049055555, 0.018314851, 0.0013061673, -0.79634476, 0.60456413
122, 3049072222, 0.018225437, 0.0012725767, -0.79634297, 0.6045693
123, 3049088889, 0.018126061, 0.0012645912, -0.79633427, 0.60458374
124, 3049105556, 0.018058462, 0.0012711585, -0.7963393, 0.6045794
125, 3049122223, 0.018054094, 0.0012908288, -0.796347, 0.6045693
126, 3049138890, 0.018119965, 0.001227281, -0.7963535, 0.6045589
127, 3049155557, 0.01814037, 0.0012216275, -0.79635066, 0.6045619
128, 3049172224, 0.018171195, 0.0012053016, -0.79634905, 0.6045633
129, 3049188891, 0.018260296, 0.0011515137, -0.7963538, 0.60455436
130, 3049205558, 0.018212039, 0.0012104183, -0.7963567, 0.6045519
131, 3049222225, 0.018147955, 0.0012330724, -0.7963495, 0.6045632
132, 3049238892, 0.018050985, 0.0012544646, -0.7963416, 0.6045766
133, 3049255559, 0.018004844, 0.0012250264, -0.79632884, 0.6045946
134, 3049272226, 0.018025327, 0.0011236197, -0.7963225, 0.6046025
135, 3049288893, 0.017996758, 0.0011093711, -0.79632574, 0.6045993
136, 3049305560, 0.017979365, 0.0011062346, -0.79631543, 0.6046133
