sep=,
Measurement Mode:,Complete (Euler)
StartTime:,Fri, 03 Jun 2022 10:56:23 GMT
© Xsens Technologies B. V. 2005-2022

Timestamp,Address,Euler_x,Euler_y,Euler_z,FreeAcc_x,FreeAcc_y,FreeAcc_z
456873514,d4:22:cd:00:30:92,-88.86141204833984,2.496642589569092,-175.0773162841797,-0.048676203936338425,-0.05952891707420349,0.4075651168823242
456890181,d4:22:cd:00:30:92,-88.85842895507812,2.505753993988037,-175.08766174316406,-0.050127167254686356,-0.0475030355155468,0.36420536041259766
456906848,d4:22:cd:00:30:92,-88.84903717041016,2.520353317260742,-175.0984344482422,0.023845506832003593,-0.03381345793604851,-0.09646129608154297
456923515,d4:22:cd:00:30:92,-88.85090637207031,2.518690586090088,-175.11334228515625,0.07167479395866394,0.005327706690877676,-0.2988290786743164
456940182,d4:22:cd:00:30:92,-88.86355590820312,2.5052781105041504,-175.1329803466797,-0.05008721351623535,0.07204141467809677,-0.04790496826171875
456956849,d4:22:cd:00:30:92,-88.87108612060547,2.5000054836273193,-175.14614868164062,-0.06057664752006531,0.09911952167749405,0.3112974166870117
456973516,d4:22:cd:00:30:92,-88.87129974365234,2.5083725452423096,-175.13961791992188,0.04462659731507301,0.07323086261749268,0.08633232116699219
456990183,d4:22:cd:00:30:92,-88.86698150634766,2.505962371826172,-175.1400909423828,0.09585629403591156,0.0075144777074456215,-0.20924854278564453
457006850,d4:22:cd:00:30:92,-88.86017608642578,2.4878809452056885,-175.12867736816406,0.03543320298194885,-0.025413669645786285,-0.14322280883789062
457023517,d4:22:cd:00:30:92,-88.85778045654297,2.4679572582244873,-175.1275177001953,0.038738761097192764,-0.03320560231804848,0.1388845443725586
457040184,d4:22:cd:00:30:92,-88.85494232177734,2.462313413619995,-175.13711547851562,0.04711270332336426,-0.03304550424218178,0.3077259063720703
457056851,d4:22:cd:00:30:92,-88.85147857666016,2.4714202880859375,-175.14625549316406,-0.017823509871959686,0.013653495348989964,0.14680957794189453
457073518,d4:22:cd:00:30:92,-88.85115051269531,2.481333017349243,-175.15318298339844,0.017655037343502045,0.055255573242902756,-0.038105010986328125
457090185,d4:22:cd:00:30:92,-88.85282897949219,2.4850387573242188,-175.14772033691406,0.0523696169257164,0.08089237660169601,-0.061415672302246094
457106852,d4:22:cd:00:30:92,-88.85753631591797,2.4868102073669434,-175.14053344726562,-0.016349079087376595,0.07720031589269638,0.018259048461914062
457123519,d4:22:cd:00:30:92,-88.86016082763672,2.4918272495269775,-175.11965942382812,-0.07099509239196777,0.06542941182851791,0.07649993896484375
457140186,d4:22:cd:00:30:92,-88.8603744506836,2.499746799468994,-175.09747314453125,-0.04843338578939438,-0.0021412784699350595,0.0712289810180664
457156853,d4:22:cd:00:30:92,-88.8637466430664,2.5078232288360596,-175.07859802246094,-0.015997130423784256,-0.07603397220373154,-0.02065753936767578
457173520,d4:22:cd:00:30:92,-88.87299346923828,2.511431932449341,-175.07435607910156,-0.048699479550123215,-0.13297396898269653,-0.05560016632080078
457190187,d4:22:cd:00:30:92,-88.87946319580078,2.508873462677002,-175.0811309814453,-0.04152236506342888,-0.14239296317100525,0.0018091201782226562
457206854,d4:22:cd:00:30:92,-88.8814468383789,2.5025393962860107,-175.09849548339844,-0.009488153271377087,-0.12775686383247375,0.023456573486328125
457223521,d4:22:cd:00:30:92,-88.87806701660156,2.49522066116333,-175.13304138183594,0.009905479848384857,-0.0511508584022522,0.020488739013671875
457240188,d4:22:cd:00:30:92,-88.86862182617188,2.4853897094726562,-175.1720428466797,0.027949567884206772,0.05820658802986145,0.011349678039550781
457256855,d4:22:cd:00:30:92,-88.85906982421875,2.474266290664673,-175.20208740234375,0.05843433365225792,0.11183039098978043,0.027113914489746094
457273522,d4:22:cd:00:30:92,-88.85565948486328,2.4657695293426514,-175.21705627441406,0.06255169212818146,0.13630759716033936,0.04421043395996094
457290189,d4:22:cd:00:30:92,-88.85620880126953,2.4598805904388428,-175.2184600830078,0.05345974490046501,0.1615547239780426,0.07320976257324219
457306856,d4:22:cd:00:30:92,-88.85517883300781,2.459975242614746,-175.2059783935547,0.02005578950047493,0.12159811705350876,0.1161346435546875
457323523,d4:22:cd:00:30:92,-88.85345458984375,2.4667911529541016,-175.18174743652344,0.03043506108224392,0.08512409776449203,0.06732845306396484
457340190,d4:22:cd:00:30:92,-88.85298156738281,2.471590518951416,-175.15196228027344,0.02233067713677883,0.013311244547367096,-0.05883979797363281
457356857,d4:22:cd:00:30:92,-88.85262298583984,2.4699254035949707,-175.12478637695312,0.006538396701216698,-0.05970492586493492,-0.06229686737060547
457373524,d4:22:cd:00:30:92,-88.85326385498047,2.4633140563964844,-175.11412048339844,-0.0439465306699276,-0.11436086148023605,0.020850181579589844
457390191,d4:22:cd:00:30:92,-88.8492431640625,2.4623870849609375,-175.1184539794922,-0.04380233585834503,-0.11823666095733643,0.1944751739501953
